"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000175352",464.895791387451,-0.402124553659658,0.0886645691835318,-4.53534661435368,5.75089605106648e-06,1.70914914298483e-05,"NRIP3","56675","nuclear receptor interacting protein 3"
"ENSG00000153107",557.149683958369,-0.369406739674812,0.0814519079852213,-4.53527423497356,5.75286867590337e-06,1.70939069648113e-05,"ANAPC1","64682","anaphase promoting complex subunit 1"
"ENSG00000179195",1502.36358008034,0.26503980048439,0.0584499027912384,4.53447803721787,5.77461101021671e-06,1.71550528257557e-05,"ZNF664","144348","zinc finger protein 664"
"ENSG00000184254",109.498872515925,0.809571483950987,0.178552165014958,4.53408942917699,5.78525154550268e-06,1.71831997738046e-05,"ALDH1A3","220","aldehyde dehydrogenase 1 family member A3"
"ENSG00000137133",74.5536902659001,-0.950533643982287,0.209773810920223,-4.53123123335818,5.8640908461756e-06,1.74138567178997e-05,"HINT2","84681","histidine triad nucleotide binding protein 2"
"ENSG00000172663",249.502148853611,0.535223548594288,0.118156853618571,4.52977150459738,5.90475106743529e-06,1.75310679355079e-05,"TMEM134","80194","transmembrane protein 134"
"ENSG00000074317",23.1924621484733,1.83504801336605,0.405154314004443,4.52925700143457,5.91914657466639e-06,1.75702683217388e-05,"SNCB","6620","synuclein beta"
"ENSG00000174007",67.5029805249767,1.0214585539356,0.22552825689451,4.52918214329737,5.92124385994084e-06,1.7572954492108e-05,"CEP19","84984","centrosomal protein 19"
"ENSG00000213366",265.438548958845,-0.523993249008367,0.115720195304324,-4.52810546707389,5.95148766933215e-06,1.76577326432736e-05,"GSTM2","2946","glutathione S-transferase mu 2"
"ENSG00000104783",13.8937151091435,-2.57497877327572,0.568669016916813,-4.52807994927637,5.95220625402248e-06,1.76577326432736e-05,"KCNN4","3783","potassium calcium-activated channel subfamily N member 4"
"ENSG00000245680",185.54093646313,0.604532476212201,0.133539096319863,4.52700739238327,5.98248480919611e-06,1.77439849301534e-05,"ZNF585B","92285","zinc finger protein 585B"
"ENSG00000166949",5978.95341992611,0.201982955009134,0.0446282662258839,4.52589742085894,6.01397477257936e-06,1.78337948085059e-05,"SMAD3","4088","SMAD family member 3"
"ENSG00000132122",76.0843634046588,0.9890076639523,0.218534818943049,4.52562968562937,6.02159414995714e-06,1.78527971398246e-05,"SPATA6","54558","spermatogenesis associated 6"
"ENSG00000114742",592.553225635007,0.372031152736103,0.082207329558179,4.52552290331743,6.02463560438517e-06,1.7858221950408e-05,"WDR48","57599","WD repeat domain 48"
"ENSG00000141526",5533.47882925722,0.206732468115868,0.0456941276337933,4.52426775214279,6.06049614857359e-06,1.79609073472104e-05,"SLC16A3","9123","solute carrier family 16 member 3"
"ENSG00000163131",33.5316914856783,1.62231375802865,0.358591844604661,4.52412340781819,6.06463323884887e-06,1.79695546188489e-05,"CTSS","1520","cathepsin S"
"ENSG00000139350",342.002854077234,-0.478724346704124,0.105886631147716,-4.52110282020668,6.15182966079353e-06,1.82242543800553e-05,"NEDD1","121441","NEDD1 gamma-tubulin ring complex targeting factor"
"ENSG00000155592",218.082539037437,0.565810471271622,0.125160525151432,4.52067830961115,6.16417989822121e-06,1.82571710892251e-05,"ZKSCAN2","342357","zinc finger with KRAB and SCAN domains 2"
"ENSG00000132846",44.7122924212656,-1.24351097917352,0.275134707451953,-4.51964417971758,6.19436509474625e-06,1.83428878373257e-05,"ZBED3","84327","zinc finger BED-type containing 3"
"ENSG00000125630",351.454212353718,-0.478169456702253,0.105812287870843,-4.51903523044429,6.21220581520261e-06,1.83920227610398e-05,"POLR1B","84172","RNA polymerase I subunit B"
"ENSG00000163558",1521.95747543033,0.269426194679145,0.059634173812807,4.51798318737306,6.24314400761143e-06,1.84799068857556e-05,"PRKCI","5584","protein kinase C iota"
"ENSG00000156869",48.8981183567552,-1.19444136552677,0.264390829059546,-4.51771103322861,6.25117141285986e-06,1.84999526672146e-05,"FRRS1","391059","ferric chelate reductase 1"
"ENSG00000141076",781.092166848634,-0.316110335530494,0.0699869536819689,-4.51670374119934,6.28096831124674e-06,1.85844029253472e-05,"UTP4","84916","UTP4 small subunit processome component"
"ENSG00000187867",13.8085851426307,-2.53653271391421,0.561727655811358,-4.51559165313027,6.31402303835229e-06,1.8678456752155e-05,"PALM3","342979","paralemmin 3"
"ENSG00000178694",130.543682365672,0.784091499173242,0.173687804386696,4.51437279630497,6.35044243659781e-06,1.87824243689702e-05,"NSUN3","63899","NOP2/Sun RNA methyltransferase 3"
"ENSG00000100335",1113.4467654801,0.278472279215426,0.0617022476782805,4.5131626430758,6.38680056744439e-06,1.88861690936989e-05,"MIEF1","54471","mitochondrial elongation factor 1"
"ENSG00000158023",88.8237426776363,-0.877701258656001,0.194496032870938,-4.51269491567686,6.40090637596444e-06,1.89240838854491e-05,"CFAP251","144406","cilia and flagella associated protein 251"
"ENSG00000100263",276.64898898597,0.517208220142099,0.114628326839258,4.51204544638756,6.42054262880859e-06,1.8978330778857e-05,"RHBDD3","25807","rhomboid domain containing 3"
"ENSG00000140396",476.327011509482,-0.39640160271118,0.0878910514766091,-4.51014746156127,6.47825775010762e-06,1.91450897776391e-05,"NCOA2","10499","nuclear receptor coactivator 2"
"ENSG00000153395",1331.86735730567,0.275467012900003,0.0611113856843781,4.50762177645106,6.55583051875345e-06,1.93704551293882e-05,"LPCAT1","79888","lysophosphatidylcholine acyltransferase 1"
"ENSG00000133392",16.7118796639519,-2.27169090941891,0.503980822253275,-4.5074947480388,6.55975539168115e-06,1.9378166959831e-05,"MYH11","4629","myosin heavy chain 11"
"ENSG00000182247",282.541560185264,-0.521196158427421,0.11565650184127,-4.50641468598732,6.5932176513921e-06,1.94731145784002e-05,"UBE2E2","7325","ubiquitin conjugating enzyme E2 E2"
"ENSG00000143569",3761.08684834776,0.199512157854707,0.0442766133741464,4.5060392530203,6.60488743878724e-06,1.95036728256555e-05,"UBAP2L","9898","ubiquitin associated protein 2 like"
"ENSG00000169016",283.859736970947,0.520495535400989,0.115529478929932,4.50530496823817,6.62776875554854e-06,1.95673188940854e-05,"E2F6","1876","E2F transcription factor 6"
"ENSG00000169727",1577.79669805532,-0.249685525600337,0.0554472314349202,-4.50311979766563,6.69631114227006e-06,1.97657187291761e-05,"GPS1","2873","G protein pathway suppressor 1"
"ENSG00000213639",2208.58009605801,-0.224243873821756,0.0498101782912845,-4.50196890503788,6.73268336204881e-06,1.98691003984532e-05,"PPP1CB","5500","protein phosphatase 1 catalytic subunit beta"
"ENSG00000244242",54.0299424555011,1.21503512488065,0.269899438617217,4.50180678813439,6.73782198203004e-06,1.98802843585903e-05,"IFITM10","402778","interferon induced transmembrane protein 10"
"ENSG00000153767",215.529827509889,0.57398498129897,0.12751247191181,4.50140266824996,6.75064770896528e-06,1.99141404993455e-05,"GTF2E1","2960","general transcription factor IIE subunit 1"
"ENSG00000157450",588.29334844418,-0.368840889449656,0.0819492144866081,-4.50084716199362,6.76831617189134e-06,1.99622661079317e-05,"RNF111","54778","ring finger protein 111"
"ENSG00000175868",5.98159152971808,5.9454171185254,1.32106982860658,4.50045636482094,6.78077238553912e-06,1.9995002684689e-05,"CALCB","797","calcitonin related polypeptide beta"
"ENSG00000145358",152.609330778894,0.685010834009394,0.152266212708046,4.4987710788002,6.83474058395566e-06,2.01501113675412e-05,"DDIT4L","115265","DNA damage inducible transcript 4 like"
"ENSG00000162783",904.008641501142,-0.329625878463185,0.073304559012856,-4.49666273014992,6.90283526474957e-06,2.03467972263758e-05,"IER5","51278","immediate early response 5"
"ENSG00000239264",145.508595652882,-0.686606515105567,0.152712253772558,-4.49608003381422,6.92176913853186e-06,2.03985270073351e-05,"TXNDC5","81567","thioredoxin domain containing 5"
"ENSG00000198898",2157.15229480999,-0.235055153633611,0.0522863138358743,-4.49553882056869,6.93939956750972e-06,2.04463956069489e-05,"CAPZA2","830","capping actin protein of muscle Z-line subunit alpha 2"
"ENSG00000215790",44.3703655663435,1.26888735165858,0.282260898795735,4.495441476564,6.94257517592506e-06,2.04516635904025e-05,NA,NA,NA
"ENSG00000144040",278.958795976884,-0.504858270995135,0.112307933651641,-4.49530371167825,6.94707179171513e-06,2.04608201571338e-05,"SFXN5","94097","sideroflexin 5"
"ENSG00000116977",728.686261622336,0.329988941553836,0.0734094244088709,4.49518497401486,6.95094959813089e-06,2.0465897332048e-05,"LGALS8","3964","galectin 8"
"ENSG00000114745",731.077230789282,-0.321019048697726,0.0714142828816938,-4.4951658932084,6.95157294369875e-06,2.0465897332048e-05,"GORASP1","64689","golgi reassembly stacking protein 1"
"ENSG00000114270",1040.52303508725,-0.308721080156655,0.0687375919815957,-4.49129902949342,7.0790078829106e-06,2.08369119589248e-05,"COL7A1","1294","collagen type VII alpha 1 chain"
"ENSG00000133104",1337.62708321992,0.267293868296331,0.0595550524727374,4.48818122389684,7.18338110843631e-06,2.11399102987489e-05,"SPART","23111","spartin"
"ENSG00000156931",781.634644348316,0.330486361108763,0.0736457418595752,4.48751486187649,7.20587867947192e-06,2.12018846033255e-05,"VPS8","23355","VPS8 subunit of CORVET complex"
"ENSG00000169692",653.547152083953,0.345859547697653,0.0771050708156131,4.48556163737573,7.27221191824054e-06,2.13927862776505e-05,"AGPAT2","10555","1-acylglycerol-3-phosphate O-acyltransferase 2"
"ENSG00000170037",507.239492818329,-0.378680525378737,0.0844662158229248,-4.48321878385796,7.35254772499215e-06,2.1624795124912e-05,"CNTROB","116840","centrobin, centriole duplication and spindle assembly protein"
"ENSG00000116514",264.414139053581,0.512925286213171,0.114419869174377,4.48283405595812,7.36582079849094e-06,2.16595105602872e-05,"RNF19B","127544","ring finger protein 19B"
"ENSG00000171502",142.127271523253,0.699007363716732,0.156009876324459,4.48053277257258,7.44569454863631e-06,2.18900152120092e-05,"COL24A1","255631","collagen type XXIV alpha 1 chain"
"ENSG00000109920",706.437229552083,0.339863129972346,0.0759013852653288,4.47769337521687,7.54538705132605e-06,2.2178682561317e-05,"FNBP4","23360","formin binding protein 4"
"ENSG00000117525",4889.08359718809,-0.282939585927554,0.0632044831049975,-4.4765746356556,7.58501594169462e-06,2.22907208272573e-05,"F3","2152","coagulation factor III, tissue factor"
"ENSG00000198399",532.312376146401,-0.369525377787174,0.0825537026610889,-4.47618175654945,7.59897997700767e-06,2.23273060010245e-05,"ITSN2","50618","intersectin 2"
"ENSG00000114859",75.7373609441175,1.03766675073394,0.231834324914609,4.47589782538087,7.60908699193242e-06,2.23525461604744e-05,"CLCN2","1181","chloride voltage-gated channel 2"
"ENSG00000196453",296.284538832202,-0.475534240362269,0.106292612556489,-4.47382211166884,7.68336699693628e-06,2.25662540456052e-05,"ZNF777","27153","zinc finger protein 777"
"ENSG00000103199",174.445365885662,0.6597101515231,0.14750929654769,4.47232931729028,7.73721512182283e-06,2.27198797500348e-05,"ZNF500","26048","zinc finger protein 500"
"ENSG00000125378",137.59955366464,0.693369309601928,0.155041460737206,4.47215413415889,7.74355793770826e-06,2.27339754752877e-05,"BMP4","652","bone morphogenetic protein 4"
"ENSG00000182544",609.394282904666,0.34819329550436,0.0778710467252752,4.47140895296768,7.77059413686809e-06,2.28088062914085e-05,"MFSD5","84975","major facilitator superfamily domain containing 5"
"ENSG00000130589",583.17065927481,0.389420520715707,0.0870945689509291,4.47123770639608,7.77681993873105e-06,2.28186182746674e-05,"HELZ2","85441","helicase with zinc finger 2"
"ENSG00000065268",499.820273629345,-0.388079617837658,0.0867947876960535,-4.47123183475802,7.77703349122367e-06,2.28186182746674e-05,"WDR18","57418","WD repeat domain 18"
"ENSG00000099864",649.560658208624,0.345533424594963,0.0773264847375263,4.46850035622112,7.87698815300595e-06,2.31072952625401e-05,"PALM","5064","paralemmin"
"ENSG00000198689",437.038582381792,-0.42192867213256,0.0944250900667896,-4.4683957604289,7.88084000177749e-06,2.31139940191436e-05,"SLC9A6","10479","solute carrier family 9 member A6"
"ENSG00000102931",50.8655572768427,-1.15067519452751,0.257532516861498,-4.46807730748173,7.89257845292655e-06,2.3143816402553e-05,"ARL2BP","23568","ADP ribosylation factor like GTPase 2 binding protein"
"ENSG00000178752",44.633871176475,-1.29301835220821,0.289445159915619,-4.46723086537416,7.92386035692167e-06,2.32309237995448e-05,"ERFE","151176","erythroferrone"
"ENSG00000177981",356.301436321649,-0.444091906889856,0.0994183244430521,-4.46690194566935,7.93604817017424e-06,2.3262028228327e-05,"ASB8","140461","ankyrin repeat and SOCS box containing 8"
"ENSG00000160703",137.346974689314,-0.686375782751854,0.153663639017995,-4.4667416907358,7.94199275832244e-06,2.32748238759507e-05,"NLRX1","79671","NLR family member X1"
"ENSG00000080819",516.650740736595,0.384367670087637,0.0860532816838214,4.46662419569178,7.94635389109465e-06,2.32829748801099e-05,"CPOX","1371","coproporphyrinogen oxidase"
"ENSG00000166579",1326.77464284474,-0.26546169553668,0.0594451630103546,-4.46565678506828,7.98234897126108e-06,2.33837923153341e-05,"NDEL1","81565","nudE neurodevelopment protein 1 like 1"
"ENSG00000178467",303.758764172433,0.494522182750461,0.110770564569793,4.46438261528296,8.0299957412947e-06,2.35186957939589e-05,"P4HTM","54681","prolyl 4-hydroxylase, transmembrane"
"ENSG00000130396",476.721145638597,-0.384448104307409,0.0861288655841213,-4.46363831335874,8.0579541056188e-06,2.35958926303616e-05,"AFDN","4301","afadin, adherens junction formation factor"
"ENSG00000043514",221.481539110234,-0.549799474974715,0.123174694771013,-4.46357489252818,8.06034069269054e-06,2.35981925166613e-05,"TRIT1","54802","tRNA isopentenyltransferase 1"
"ENSG00000085719",1782.53157121645,-0.248171361919003,0.0556020066114959,-4.46335262058137,8.06871033568057e-06,2.3618004553577e-05,"CPNE3","8895","copine 3"
"ENSG00000184164",744.650181167962,0.334998921125845,0.0750594385334184,4.46311520138397,8.07765952404643e-06,2.36395047786728e-05,"CRELD2","79174","cysteine rich with EGF like domains 2"
"ENSG00000111674",510.005270070811,-0.38033816489609,0.0852374790012848,-4.46210011549446,8.11602890190787e-06,2.37470784110221e-05,"ENO2","2026","enolase 2"
"ENSG00000122376",489.100037490508,-0.388452478133832,0.0870577739022792,-4.46200793704951,8.11952178390923e-06,2.37480887691267e-05,"SHLD2","54537","shieldin complex subunit 2"
"ENSG00000135148",907.689994013751,-0.323089148936369,0.0724089461580929,-4.46200595477467,8.11959691326024e-06,2.37480887691267e-05,"TRAFD1","10906","TRAF-type zinc finger domain containing 1"
"ENSG00000097033",2236.96829546421,-0.240192777003888,0.0538379589762066,-4.46140198424014,8.14251871436045e-06,2.38104049230643e-05,"SH3GLB1","51100","SH3 domain containing GRB2 like, endophilin B1"
"ENSG00000148481",553.8721681732,0.36104508131867,0.0809487106708427,4.46017087025349,8.18943346149e-06,2.39428427604522e-05,"MINDY3","80013","MINDY lysine 48 deubiquitinase 3"
"ENSG00000071889",586.420860056105,0.380288143947401,0.08526534352579,4.46005526069776,8.19385230615234e-06,2.39510105688364e-05,"FAM3A","60343","FAM3 metabolism regulating signaling molecule A"
"ENSG00000102103",477.39958112678,-0.386888947473633,0.0867470312314312,-4.45996758599678,8.19720494036728e-06,2.39560591733359e-05,"PQBP1","10084","polyglutamine binding protein 1"
"ENSG00000162402",1382.61681695972,-0.285625294003565,0.0640437718929827,-4.45984497104334,8.20189587064843e-06,2.39609305998458e-05,"USP24","23358","ubiquitin specific peptidase 24"
"ENSG00000135363",6.03572730144971,5.95582750038836,1.3354355318503,4.45983902505299,8.20212341404684e-06,2.39609305998458e-05,"LMO2","4005","LIM domain only 2"
"ENSG00000103227",263.71089323248,0.529785765351621,0.118820508956146,4.45870641361377,8.24557683564906e-06,2.40830977811724e-05,"LMF1","64788","lipase maturation factor 1"
"ENSG00000130520",957.877177246171,-0.296146797494615,0.0664240053839322,-4.45843028861147,8.2562038765974e-06,2.41093585760437e-05,"LSM4","25804","LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"
"ENSG00000099203",212.613258732912,0.565610271296878,0.126894031823829,4.45734336885233,8.2981627709109e-06,2.42270845716491e-05,"TMED1","11018","transmembrane p24 trafficking protein 1"
"ENSG00000175467",1074.5256107292,-0.280652629695057,0.0629735171005476,-4.4566770702508,8.32398490791389e-06,2.42976608383512e-05,"SART1","9092","spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP"
"ENSG00000169306",79.6555658811531,0.925168894138079,0.207627052041983,4.4559169194918,8.3535380393159e-06,2.43790977472154e-05,"IL1RAPL1","11141","interleukin 1 receptor accessory protein like 1"
"ENSG00000163584",458.367751546779,-0.406556426531863,0.0912691659191536,-4.45447728635969,8.40978311713562e-06,2.45383851871599e-05,"RPL22L1","200916","ribosomal protein L22 like 1"
"ENSG00000205208",231.105191941632,-0.571606158865433,0.128344656340363,-4.45368101145999,8.44104808925491e-06,2.46247360925255e-05,"C4orf46","201725","chromosome 4 open reading frame 46"
"ENSG00000123983",1925.41992091961,0.232700684324165,0.0522583181534043,4.45289271731004,8.47210911285099e-06,2.47104579665937e-05,"ACSL3","2181","acyl-CoA synthetase long chain family member 3"
"ENSG00000138658",55.5968342746246,-1.09260481294923,0.245401757206201,-4.45231046993343,8.49512141892724e-06,2.47726750043826e-05,"ZGRF1","55345","zinc finger GRF-type containing 1"
"ENSG00000127666",325.745480537589,-0.467393401505653,0.104999195507651,-4.45139983450249,8.53123251035815e-06,2.48730573170442e-05,"TICAM1","148022","TIR domain containing adaptor molecule 1"
"ENSG00000184752",328.845553178034,-0.483534233842889,0.10863734742841,-4.45090243170314,8.55101883599532e-06,2.49233717837563e-05,"NDUFA12","55967","NADH:ubiquinone oxidoreductase subunit A12"
"ENSG00000243444",45.6184774630816,1.27097064350463,0.285554846714599,4.45088100632002,8.55187210682966e-06,2.49233717837563e-05,NA,NA,NA
"ENSG00000101670",32.9110615309189,1.5328491546678,0.344441663923901,4.45024314772344,8.577312278024e-06,2.49925718373898e-05,"LIPG","9388","lipase G, endothelial type"
"ENSG00000277258",619.484668348788,0.350972832544107,0.0789077116197319,4.44789014076973,8.67178589438091e-06,2.52628544201198e-05,"PCGF2","7703","polycomb group ring finger 2"
"ENSG00000018510",986.477025651534,0.313978208834773,0.0706426999347578,4.44459525364614,8.80574874732075e-06,2.56480484264848e-05,"AGPS","8540","alkylglycerone phosphate synthase"
"ENSG00000160352",115.745603226442,-0.758974729917684,0.170886589446712,-4.44139433278558,8.93778339582189e-06,2.60274751408068e-05,"ZNF714","148206","zinc finger protein 714"
"ENSG00000116132",1479.06869398694,-0.275647454159091,0.0620744206074365,-4.44059648824282,8.9709869882159e-06,2.61190055773066e-05,"PRRX1","5396","paired related homeobox 1"
"ENSG00000204682",58.9706290757201,-1.06115530531155,0.239024058541776,-4.4395334586208,9.01540986447145e-06,2.62431583216631e-05,"MIR1915HG","399726","MIR1915 host gene"
"ENSG00000188610",16.596191894567,-2.22948970021291,0.502207940488647,-4.43937564595977,9.02202257890179e-06,2.62572213206664e-05,"FAM72B","653820","family with sequence similarity 72 member B"
"ENSG00000075131",64.5286074027079,-1.01870533929432,0.229559120491048,-4.43766005513185,9.09420948483702e-06,2.64620847754251e-05,"TIPIN","54962","TIMELESS interacting protein"
"ENSG00000182831",1482.11565060151,-0.265347781371725,0.0598328553895295,-4.43481728632593,9.21504101133759e-06,2.68083842134018e-05,"HAPSTR1","29035","HUWE1 associated protein modifying stress responses"
"ENSG00000167965",420.565357960721,-0.41813112002297,0.0943147916690295,-4.43335676857857,9.27771509194558e-06,2.69853887951636e-05,"MLST8","64223","MTOR associated protein, LST8 homolog"
"ENSG00000253953",250.922778838818,0.532864323175613,0.12019839567975,4.43320661779335,9.28418143467172e-06,2.69988685840947e-05,"PCDHGB4","8641","protocadherin gamma subfamily B, 4"
"ENSG00000175548",122.188383371667,0.750381948789009,0.169327621987048,4.43153893017175,9.35629161065916e-06,2.72032009780814e-05,"ALG10B","144245","ALG10 alpha-1,2-glucosyltransferase B"
"ENSG00000196159",959.147866846394,-0.395577054181541,0.0892666088337571,-4.43141124491725,9.36183466957771e-06,2.72139485917626e-05,"FAT4","79633","FAT atypical cadherin 4"
"ENSG00000149600",810.233634818415,-0.309160801010007,0.0697673204697165,-4.43131252466838,9.36612245310044e-06,2.72210437219078e-05,"COMMD7","149951","COMM domain containing 7"
"ENSG00000127423",20.8088303974424,-2.01706738833321,0.455301338389107,-4.43018110921826,9.41539814924779e-06,2.73588600007125e-05,"AUNIP","79000","aurora kinase A and ninein interacting protein"
"ENSG00000074964",234.045132513187,-0.534897217595229,0.120750824937822,-4.42976035874423,9.43378588066557e-06,2.74068867157992e-05,"ARHGEF10L","55160","Rho guanine nucleotide exchange factor 10 like"
"ENSG00000152642",156.59414143196,-0.721000928041089,0.162811518777151,-4.42843929874497,9.49174235907756e-06,2.75698263476715e-05,"GPD1L","23171","glycerol-3-phosphate dehydrogenase 1 like"
"ENSG00000081913",187.257740945726,0.604336754736989,0.136493051764732,4.42760086995975,9.52870150669219e-06,2.76717246907644e-05,"PHLPP1","23239","PH domain and leucine rich repeat protein phosphatase 1"
"ENSG00000198246",90.6916502412353,0.862356245928592,0.194981439175836,4.42276069749855,9.74476562599247e-06,2.82936083128205e-05,"SLC29A3","55315","solute carrier family 29 member 3"
"ENSG00000101546",114.905111449102,-0.781248640300338,0.176758283341138,-4.41987003682624,9.87602770889325e-06,2.86690755118512e-05,"RBFA","79863","ribosome binding factor A"
"ENSG00000185127",1219.87210614842,0.278000668051933,0.0629014769605108,4.41962067482867,9.88742978114552e-06,2.86965222754082e-05,"C6orf120","387263","chromosome 6 open reading frame 120"
"ENSG00000063127",49.9306347173583,1.16168388239967,0.262880181448349,4.41906223587996,9.91301001702083e-06,2.87650997501187e-05,"SLC6A16","28968","solute carrier family 6 member 16"
"ENSG00000223802",41.7411476212392,1.28619711583885,0.291141397535545,4.41777475386961,9.97222637776274e-06,2.89312347156432e-05,"CERS1","10715","ceramide synthase 1"
"ENSG00000185122",1120.35565197949,-0.281176513061327,0.0636491036045563,-4.41760366034752,9.98012102767231e-06,2.8948440012957e-05,"HSF1","3297","heat shock transcription factor 1"
"ENSG00000058866",24.1842682057374,-1.75558693006868,0.397468851659019,-4.41691700554882,1.00118649585952e-05,2.90348023927148e-05,"DGKG","1608","diacylglycerol kinase gamma"
"ENSG00000167107",161.770709572513,-0.635202481201772,0.143817195027626,-4.41673529427241,1.00202815621334e-05,2.90534939332524e-05,"ACSF2","80221","acyl-CoA synthetase family member 2"
"ENSG00000160447",64.3351896546447,-0.995634723224407,0.225434179985183,-4.41652070369208,1.00302297902468e-05,2.90766181448973e-05,"PKN3","29941","protein kinase N3"
"ENSG00000197969",1002.88158620388,-0.312462848867755,0.070757916602442,-4.41594190263329,1.00571095491744e-05,2.91488063983741e-05,"VPS13A","23230","vacuolar protein sorting 13 homolog A"
"ENSG00000100028",1097.17587257526,-0.282684657559009,0.0640269156201338,-4.41509097886509,1.00967517532645e-05,2.92579487494323e-05,"SNRPD3","6634","small nuclear ribonucleoprotein D3 polypeptide"
"ENSG00000163328",167.601986811236,-0.697601063918929,0.158048563519435,-4.4138399513713,1.01553047896408e-05,2.94218364438228e-05,"GPR155","151556","G protein-coupled receptor 155"
"ENSG00000187372",65.7204515641272,0.99930198524993,0.226418165000601,4.4135239115964,1.0170147932269e-05,2.94590487865135e-05,"PCDHB13","56123","protocadherin beta 13"
"ENSG00000132792",519.224019399614,-0.376705045866587,0.0853830043527447,-4.41194414183761,1.0244654661387e-05,2.96690352524114e-05,"CTNNBL1","56259","catenin beta like 1"
"ENSG00000129518",339.720487597669,0.513795309593654,0.116466742729649,4.41151952524605,1.02647695808939e-05,2.97214487393349e-05,"EAPP","55837","E2F associated phosphoprotein"
"ENSG00000111077",544.069159182659,-0.394388248284747,0.0894024591720585,-4.41138031254523,1.0271372565323e-05,2.973472576463e-05,"TNS2","23371","tensin 2"
"ENSG00000137312",1726.14923798694,-0.246845635029825,0.0559699525638676,-4.41032417792652,1.03215982707234e-05,2.98742567387904e-05,"FLOT1","10211","flotillin 1"
"ENSG00000163832",275.628300320376,-0.510370788574312,0.115725285777259,-4.4101925101887,1.03278763006201e-05,2.98865582011661e-05,"ELP6","54859","elongator acetyltransferase complex subunit 6"
"ENSG00000071894",1949.25993878733,0.235630359786819,0.0534307649544309,4.41001284536689,1.03364487555759e-05,2.9905493081994e-05,"CPSF1","29894","cleavage and polyadenylation specific factor 1"
"ENSG00000198718",336.193065900973,0.460309952961212,0.104386960477921,4.40964992996967,1.03537854849358e-05,2.99497724194278e-05,"TOGARAM1","23116","TOG array regulator of axonemal microtubules 1"
"ENSG00000107537",222.64103959779,0.547861219939911,0.124243513535638,4.40957603619897,1.03573188444815e-05,2.9954114036493e-05,"PHYH","5264","phytanoyl-CoA 2-hydroxylase"
"ENSG00000105583",489.455916710642,0.40501062779188,0.0918491131478632,4.40952137599711,1.03599332582874e-05,2.99557968139375e-05,"WDR83OS","51398","WD repeat domain 83 opposite strand"
"ENSG00000147571",15.6012006641834,2.30428271967278,0.522788068133007,4.40768039695681,1.0448356817217e-05,3.02055478172114e-05,"CRH","1392","corticotropin releasing hormone"
"ENSG00000136026",15152.1787215024,-0.158710234644483,0.0360106912429074,-4.40730875100162,1.04662944606593e-05,3.02514704375752e-05,"CKAP4","10970","cytoskeleton associated protein 4"
"ENSG00000070770",895.414680886778,-0.345087682585657,0.0783002678642791,-4.40723501972958,1.04698566246379e-05,3.02558327321398e-05,"CSNK2A2","1459","casein kinase 2 alpha 2"
"ENSG00000134278",732.622615182336,0.321853522043611,0.0730364807086357,4.40675014623967,1.04933110761053e-05,3.03176668574085e-05,"SPIRE1","56907","spire type actin nucleation factor 1"
"ENSG00000008853",413.716324061181,0.412321055917147,0.0935789240127229,4.40613161849444,1.05233035249481e-05,3.03983628676372e-05,"RHOBTB2","23221","Rho related BTB domain containing 2"
"ENSG00000180332",9.37702180546424,-4.25826790865942,0.966456750608147,-4.4060615293751,1.05267073097393e-05,3.04022363964214e-05,"KCTD4","386618","potassium channel tetramerization domain containing 4"
"ENSG00000220205",535.787659326939,0.374695712643037,0.0850527483203562,4.4054509706344,1.05564027839691e-05,3.04820266908575e-05,"VAMP2","6844","vesicle associated membrane protein 2"
"ENSG00000163527",3180.61545333964,-0.196518959254518,0.044612070477467,-4.40506251225836,1.05753376803113e-05,3.05307202218273e-05,"STT3B","201595","STT3 oligosaccharyltransferase complex catalytic subunit B"
"ENSG00000174106",617.534675264843,0.350922413512031,0.0796738182585847,4.40448846537137,1.06033782310513e-05,3.06056773147736e-05,"LEMD3","23592","LEM domain containing 3"
"ENSG00000179010",5321.22067569291,0.178906528436216,0.0406478241490272,4.4013802013188,1.0756445213998e-05,3.10414117023503e-05,"MRFAP1","93621","Morf4 family associated protein 1"
"ENSG00000058453",290.439020778139,0.501376704980921,0.113945170592735,4.40015757028395,1.08172301550821e-05,3.12107161365701e-05,"CROCC","9696","ciliary rootlet coiled-coil, rootletin"
"ENSG00000276234",205.001848876351,-0.557958928799455,0.126806920695947,-4.40006685547792,1.08217532242154e-05,3.12176549263038e-05,"TADA2A","6871","transcriptional adaptor 2A"
"ENSG00000179241",190.099110647149,-0.581768210834407,0.132230077499175,-4.39966626229978,1.08417485307964e-05,3.12692152342225e-05,"LDLRAD3","143458","low density lipoprotein receptor class A domain containing 3"
"ENSG00000174695",2372.29102493986,0.235267972482743,0.0534796574665245,4.39920492441465,1.08648195680689e-05,3.13296244950499e-05,"TMEM167A","153339","transmembrane protein 167A"
"ENSG00000181061",658.77832245246,-0.363997176258958,0.0827458996072445,-4.39897539318178,1.08763156464307e-05,3.13566392795572e-05,"HIGD1A","25994","HIG1 hypoxia inducible domain family member 1A"
